ID_compte;ID_visiteur;ID_produit;quantite
;3290;4727;242
6495;;4036;62
;9209;8345;16
;9316;4520;51
1570;;7525;49
846;;1632;5
;546;4186;39
;3093;5292;229
640;;4016;78
;8745;937;269
;4405;9659;290
;2965;1764;122
9519;;8418;175
6241;;8217;78
;6744;7639;38
9171;;5191;105
;8800;4843;149
1627;;4938;5
4597;;4673;8
;4507;560;332
;4158;8532;167
;247;9138;125
;7902;3804;95
7;;7133;90
;7313;8692;25
6334;;5947;139
1961;;3390;2
;5169;4182;37
3954;;814;1
;5994;6654;82
3786;;2408;161
;8215;2173;75
5061;;8831;1
6201;;452;58
307;;8857;100
5318;;8157;37
;8022;9605;396
2948;;6530;39
;194;8307;105
;1377;1848;154
5275;;4113;22
8183;;7715;78
;9440;3905;28
;3687;6681;43
3629;;9686;165
5496;;1472;118
;6265;1605;98
2063;;6619;360
;4825;791;1
4641;;3424;8
8919;;659;139
;2268;8635;155
;8944;9049;199
3122;;6326;0
7522;;6382;51
;7540;759;36
7879;;9549;39
5440;;3394;135
8788;;5184;184
3190;;3974;113
;2265;325;11
1071;;3992;164
;8803;3328;305
7951;;1064;127
8050;;5636;65
7674;;3847;328
;8861;9137;12
;596;5735;37
;9290;1739;447
2845;;4188;330
9265;;4732;8
472;;844;44
692;;3101;313
;5856;1131;421
;4903;2102;208
;2326;1862;106
9582;;255;137
;7871;8690;129
1773;;3828;8
3128;;8607;168
;9416;5687;129
;7423;5946;14
;7879;8146;252
6905;;5527;198
;1332;4134;20
7032;;8028;87
348;;8373;210
1520;;5970;165
;7418;9714;135
;1322;9621;103
3648;;540;83
3225;;5540;95
7248;;4116;277
4488;;9128;346
;2286;5078;80
2175;;1933;27
875;;3356;24
7238;;2310;53
6170;;9336;224
;748;7533;277
855;;5522;155
6777;;9562;117
5806;;7205;185
;3418;3442;212
9156;;3631;214
;2157;918;113
;2214;3910;9
;8104;7685;14
9689;;3983;178
;2520;8394;266
;9634;9413;4
8170;;7151;82
579;;4693;18
;4909;5737;280
5962;;4036;242
;4500;1456;335
1229;;1834;168
;5308;836;241
8364;;6310;230
5806;;5372;206
703;;549;155
7593;;1381;21
;9129;9303;123
2640;;3559;280
;782;1019;38
4860;;8313;168
;9554;9151;59
1778;;4274;149
;2906;9198;57
903;;1577;221
2066;;6817;7
;8211;1219;147
;9750;5192;21
6402;;6367;292
;6896;4796;22
8473;;6110;34
;814;8763;0
3102;;4565;8
2864;;2179;102
9746;;8234;15
6224;;2180;202
8879;;2180;14
;293;8574;151
1088;;6911;287
;9790;5884;185
9422;;4493;106
;2161;7154;96
4997;;8589;27
6722;;6239;321
;7526;4193;189
4112;;9345;69
;3293;2609;0
;6292;2554;84
;1075;9795;175
5684;;5652;6
806;;3594;297
5265;;5252;54
;1413;5219;175
;63;5525;139
;8939;7973;13
7391;;2438;286
;3168;7382;410
;9311;8778;210
;1849;1909;177
3435;;9420;50
943;;4534;93
4874;;2798;102
;2183;299;63
5451;;4348;253
9531;;3936;289
;5307;5991;252
;407;7082;208
;8711;3459;159
;9414;6429;116
9198;;332;344
;221;6316;4
8381;;1169;46
6680;;3453;5
;4519;7571;33
2647;;6843;8
;5460;6080;293
5803;;8661;22
;7589;6842;101
2800;;9291;407
;4872;4874;48
6599;;1315;151
;3758;3770;50
9547;;9576;41
;329;9804;64
;8615;233;18
5324;;7522;81
;8929;9312;1
;7364;3728;163
7602;;4087;294
;2092;1192;86
;2690;5344;105
4500;;1419;51
;260;9242;149
;5097;1450;121
7383;;8881;97
;4867;8834;100
;4905;7728;133
;7030;4781;263
8678;;3588;90
533;;8740;90
;2923;4104;46
7537;;7365;21
4701;;2207;16
3339;;3889;68
7665;;660;0
;3308;85;178
882;;5575;14
;1288;8375;371
6802;;1336;33
638;;8836;266
9091;;9069;5
;3861;1906;27
;1161;1374;193
;9808;8687;210
;5383;2424;156
4547;;1534;317
8087;;6218;105
;4449;5364;100
;1445;6438;163
;3260;5238;69
5006;;2352;113
;1217;4229;41
5316;;2097;30
;5563;2376;112
8147;;2933;422
249;;6131;244
;913;2186;317
4171;;3954;98
2629;;3804;157
;9636;1210;0
;9126;9973;10
9529;;6271;116
;3557;8172;100
;1478;1890;10
4112;;3518;26
1110;;2705;192
1995;;430;45
138;;1228;104
6074;;1144;55
;8078;2638;45
;8135;4060;136
;4275;5680;19
;9724;6352;161
;3842;674;263
;2326;1881;0
593;;2193;395
;1990;3071;27
5624;;218;5
;9060;6188;16
765;;2020;111
8588;;305;96
;6969;1522;105
1950;;1020;462
9672;;2209;99
3729;;8804;58
173;;4592;211
;3320;4578;16
;5091;5732;185
;6461;1512;362
;1343;4339;27
;2451;2867;174
;4893;8354;33
8172;;3077;94
1242;;6456;147
8405;;5300;20
;1178;2293;389
;2295;9755;7
114;;2853;146
8694;;9135;47
;5442;2037;68
7039;;1116;86
224;;7741;225
2212;;3985;11
5266;;7528;172
;5204;710;120
5675;;9846;213
;801;9319;73
;6341;9929;175
1901;;6781;373
8227;;8042;4
131;;8731;196
;5664;9742;113
;8172;997;77
4344;;144;173
;2913;2440;183
;3311;2099;20
;9709;4391;423
;1160;992;5
7468;;4707;231
;6838;1758;106
;4138;890;7
9119;;8674;102
5623;;8865;116
;5873;8410;12
;3044;5790;95
4024;;4603;35
;3425;6003;426
;5063;419;12
;3780;5547;9
;491;932;218
;3300;1190;14
6955;;3318;19
;9647;8550;198
3882;;7727;48
6560;;190;151
;8962;2226;56
;9962;5470;75
;582;2149;16
4578;;9546;5
;4801;6037;216
;3251;4518;0
6115;;2330;9
;5085;3242;101
;2791;5211;46
;4160;7961;246
4248;;8096;243
;9507;9453;157
;3740;2904;258
;243;7216;5
;9748;5802;70
6348;;6308;213
;1497;9667;208
;5853;9913;255
;7135;4323;149
6743;;5439;67
7399;;7570;315
2817;;9680;85
4677;;1516;135
;2309;5958;24
5383;;2894;86
;2040;1043;23
7950;;7682;67
8229;;415;52
;2879;4405;256
;9892;7470;215
7506;;9797;12
1133;;55;11
;4755;8640;41
4116;;4091;34
;473;5879;128
;2542;5930;82
9651;;9881;7
2686;;4955;182
;1113;2137;8
;5665;9989;178
4970;;9848;13
;9400;4877;13
1297;;8917;4
8158;;250;67
3029;;7682;17
8402;;3864;33
1907;;5467;15
;3567;3771;32
;1457;3955;14
;4863;7431;8
;5394;3459;314
;9382;7239;31
;7651;5467;11
;3198;9289;122
;1617;9953;10
;5050;550;140
1889;;4951;70
6198;;2756;56
6277;;6883;236
3996;;9062;1
2474;;5675;214
;4283;605;2
8275;;219;196
;3332;7560;138
;945;1071;63
929;;3973;17
;9021;5225;146
3050;;5978;184
1618;;8417;84
2132;;6116;63
5074;;3368;35
5521;;5629;102
7058;;4713;35
2219;;4813;387
4953;;7350;103
;1440;4948;82
;6170;3685;200
;1708;2333;87
5662;;2336;0
;9860;6908;145
1756;;5966;146
;7345;5931;242
5175;;8037;290
5180;;2787;398
;3162;6767;151
;9214;5713;11
3776;;460;33
;4542;7840;40
7736;;3723;65
;1501;9958;35
1923;;2280;33
1331;;2910;439
;2828;8909;6
8639;;4529;52
;9115;2998;68
9210;;1165;283
;7071;5271;134
2408;;984;23
;311;1546;85
1484;;3457;65
452;;8339;243
;7188;8744;321
;6548;9987;55
801;;5694;12
;1605;8103;300
3062;;8621;146
;8538;9254;118
;1387;2193;73
682;;1611;215
;533;9683;11
1825;;6385;198
;5939;4758;254
;5315;6893;158
3735;;8832;63
;3242;402;168
6711;;8902;295
;3170;2484;439
872;;1759;70
;148;5392;311
3830;;2904;170
;6102;1002;55
7108;;8289;146
;6445;6570;49
320;;8502;107
2185;;4915;3
;6858;4540;182
8455;;154;282
;4325;3504;98
8722;;1304;88
2725;;7651;55
5276;;2496;125
;6595;7336;79
5812;;5931;330
;9818;2425;354
;9049;4987;206
;2787;246;23
;1956;9585;44
;8223;6765;200
;7596;3458;11
1681;;9246;1
2286;;8051;173
;3380;9495;5
;3570;1821;0
8185;;6171;47
;6194;466;4
2751;;9638;20
2800;;7757;184
;6162;9770;59
;4582;8244;55
;1525;5579;79
2795;;3845;179
497;;7103;30
;6324;6538;85
;7244;422;263
;2168;6674;248
;6508;8778;261
;161;8353;197
6793;;158;116
;7285;5984;46
5943;;1768;57
1756;;7804;127
4634;;6628;74
;6658;588;102
3215;;356;96
;6327;7990;252
2119;;1765;93
8098;;7985;13
;9946;1194;170
;3444;7619;139
;4229;2957;384
;8615;3366;100
8954;;5280;257
;5055;4939;238
;6668;4524;396
5673;;5419;79
7797;;3257;190
;9661;845;6
5522;;9820;67
9742;;8340;93
;9553;3001;96
;8606;4966;308
;6980;3316;6
;3602;6897;179
629;;2065;360
;8656;6456;76
1881;;5729;158
9885;;3728;292
;8539;886;40
;5356;7467;193
;3310;7498;209
;5308;4231;15
9060;;7760;68
4328;;7200;95
8478;;3729;27
;3162;6078;120
;8522;4840;36
1757;;5230;22
;8849;6753;175
;1474;8878;11
261;;8076;19
2453;;3755;133
;8417;3771;195
;8357;7302;250
220;;242;1
620;;9106;349
8753;;4390;291
354;;1787;112
;8745;5967;59
;550;8863;214
;8780;6972;0
;2262;7663;156
7906;;2286;198
4521;;1636;193
4777;;5692;72
133;;6605;155
7829;;5330;68
8587;;4207;95
;8576;6317;92
;3146;3770;75
;5008;7101;312
;819;5560;6
2378;;6733;140
8147;;5309;206
;195;5492;191
194;;7057;2
;1710;4788;168
4599;;9613;14
7578;;2761;382
7545;;9405;176
;95;2601;72
;8375;7450;252
;807;7259;67
;8308;8621;189
3690;;8920;15
;475;7216;21
9480;;430;46
3538;;6619;263
;1184;5995;22
;8723;7922;216
9186;;4897;136
8252;;9439;80
5004;;3989;43
;2910;6481;178
3888;;6086;75
;8168;7752;276
;4507;82;177
;4740;6098;11
9399;;9392;329
;4179;3760;77
7481;;2708;108
;1710;8876;73
651;;110;173
;3442;4266;238
;6486;1547;12
;3291;8667;166
;6133;4186;17
3981;;7146;354
;7076;5843;183
;9130;5115;250
4476;;1321;395
;3631;4926;83
4224;;4330;269
6661;;7497;403
;6454;5763;79
5177;;7797;254
1823;;9337;82
;949;9713;314
2375;;9149;49
838;;2189;141
;1673;5741;56
8866;;3047;66
;8408;6792;51
;5083;3660;116
;9991;7168;433
;5356;1792;234
;8428;4374;11
;2664;5504;31
5046;;703;42
9814;;6498;155
6337;;5076;52
3847;;8069;198
4782;;6625;219
7991;;8951;27
3403;;2694;126
;2454;6923;2
;5492;5854;53
;862;4133;232
;2119;8418;146
;3177;8752;31
;1528;2697;220
2467;;1435;189
;711;3512;170
9918;;7112;166
8169;;6699;39
1379;;9747;276
3121;;9622;49
7655;;8057;20
9194;;2159;245
;6061;3638;28
;9549;6171;238
;1427;392;15
;5743;9970;15
;3656;5563;52
;2730;9460;150
8375;;2014;156
12;;6489;182
;7063;661;90
;4694;9285;22
;6794;2823;320
2097;;4472;168
2965;;2297;0
;2773;2114;101
2732;;7264;47
4271;;4668;7
1206;;7662;113
;9973;8004;28
;2009;7098;52
;3287;6846;37
;4608;4725;59
;4971;8803;250
;7016;2801;244
;3624;1590;85
;95;7711;142
7793;;310;129
;3725;5006;190
;7529;2706;289
8166;;7516;23
;7898;7389;3
7428;;981;304
9144;;538;71
6996;;9104;153
;198;6850;225
;9864;8552;13
;5022;6712;113
4297;;2976;72
1836;;2471;183
;6525;6195;5
;1893;6157;82
4613;;5231;397
3660;;6926;264
;4727;8154;303
;733;5530;169
7813;;9275;117
6930;;8657;131
;7141;3959;82
6339;;587;412
;5;2265;29
2182;;6904;292
;7634;2161;207
7031;;2026;59
9790;;6730;277
9429;;7518;92
;6840;1533;128
6040;;4120;135
6714;;6787;301
6291;;2752;109
8783;;5234;378
4334;;5842;18
;4050;9845;314
4621;;9614;213
;7754;3526;111
;1241;5510;91
;4291;4739;38
3262;;878;81
;5461;1746;265
3571;;7802;17
;8539;634;78
9327;;1146;96
8586;;8381;156
;7376;1436;58
;8639;1689;217
;3378;4706;154
1425;;6735;26
7030;;1396;27
6718;;516;39
;1078;7301;81
145;;2745;105
3293;;7234;58
1327;;6232;85
6098;;4398;44
6545;;8450;5
7429;;5262;163
4161;;2751;19
2065;;8848;4
;524;363;14
;7116;9482;95
;3284;830;101
9824;;4060;153
6334;;3327;37
;2133;679;276
;4458;6271;80
;4727;1732;123
3596;;4139;56
;5592;8125;22
;6596;9009;43
6783;;8810;109
;4713;87;129
;9238;745;85
;9572;9448;184
9670;;615;230
8152;;845;15
;8858;1492;135
4972;;4159;269
;332;1609;0
;2902;814;251
4967;;7221;38
;5689;8212;4
;2581;8513;179
8636;;518;52
;3090;4889;6
;6505;3233;13
;6062;5628;4
;3228;6223;316
;4888;1479;309
8397;;9786;77
;9162;3912;18
384;;5184;83
;1311;5544;42
;4833;6990;1
;2388;6638;172
;2062;5490;15
;6442;476;280
;8100;5687;359
;8500;3063;387
;777;1931;399
;6763;7165;194
708;;9905;148
;4006;6599;38
4255;;526;92
2772;;3685;79
9811;;1068;11
;245;9765;197
;6795;8899;52
4246;;6603;297
;8088;9347;236
;5610;6754;183
1772;;9566;11
;4948;9955;12
4666;;9451;298
;6102;8677;25
3474;;7742;153
;5513;3847;240
2474;;6628;102
8176;;4072;37
;7775;5722;7
5978;;1440;247
6270;;6566;19
6719;;95;204
;8809;7409;8
;5590;2485;85
;7408;8600;291
4691;;2019;165
5225;;7267;28
1449;;7366;14
9405;;4962;151
7063;;8765;182
2286;;7768;5
5623;;5944;156
9602;;822;147
1324;;1075;5
;6664;2836;156
;2520;287;0
;5092;6203;69
;7499;8101;161
4945;;7106;36
;8785;772;214
;642;5122;306
;415;5692;120
7935;;9603;23
;5280;7790;203
;3990;872;58
;95;8673;1
;3856;5436;169
;7063;9240;33
8704;;8752;22
;4632;5496;316
8817;;3478;7
;2030;3271;271
;6053;5340;84
7715;;4546;24
;5321;7987;25
1777;;851;2
6577;;9650;75
;1216;1824;84
6280;;9560;71
;6339;5417;109
;8365;435;79
5272;;9557;163
9107;;2750;98
;45;1734;100
;6357;687;35
657;;8983;283
;4316;2192;80
;767;729;5
6367;;8126;464
4877;;188;67
;7248;6371;65
2101;;8493;217
;8648;7105;87
;5494;4323;120
6661;;2735;1
4818;;5544;15
8359;;2672;0
8941;;9387;32
;2212;2177;27
;8997;1252;8
;7478;907;144
5657;;8752;27
;3260;3714;236
7918;;2692;11
2156;;4140;99
8276;;1973;109
2207;;9046;284
;7484;4166;0
1983;;6119;81
;8207;8498;147
9305;;2130;17
;4352;6255;155
9025;;738;31
2478;;4840;3
4795;;4832;93
;2276;3481;19
7673;;5503;74
6068;;6944;32
8630;;6108;95
;967;7892;28
1586;;7084;96
;1176;7285;178
;5021;5894;170
;2163;9601;6
2469;;1461;27
;491;5584;45
;7915;8469;126
8085;;5660;0
5685;;9625;59
;8697;6709;72
;9146;3428;268
;7483;8792;55
9880;;2733;151
;5698;7427;171
;334;1843;86
;5295;5502;392
7517;;1782;146
;203;6490;293
7696;;2274;154
2168;;6459;51
;7649;4029;8
9434;;4244;41
;4900;2132;53
1854;;8620;1
4128;;8869;76
4913;;344;17
;550;2766;1
4692;;9990;17
2604;;5983;182
;6917;4493;114
9255;;2509;141
1250;;9470;51
7980;;8982;290
;3699;9222;265
;9813;6328;3
;267;2806;18
;1345;5065;3
1103;;2567;54
4800;;4947;218
;841;9755;5
;9171;3;214
9972;;7860;21
5726;;1111;3
3111;;9194;217
438;;3269;7
1889;;3459;127
3654;;7281;91
5813;;9452;217
2003;;1294;352
3162;;6123;205
6467;;4301;119
;6842;8306;44
;8834;3916;131
502;;7875;196
;4146;301;31
;8043;1064;91
;2308;9399;0
;8237;3609;56
1423;;9264;49
;5091;5000;53
1505;;6752;93
;4082;3937;74
;5931;5408;328
3804;;2381;298
5415;;1983;15
;3214;8714;174
4115;;6048;46
8364;;2165;236
;3908;3261;36
3824;;3496;195
;5280;6848;196
;9023;336;79
;449;9422;135
;7027;9693;55
809;;9913;142
;5947;4547;75
6548;;831;363
6141;;6337;215
2059;;6013;295
;7034;5694;29
;2680;9365;30
4960;;6206;77
6520;;9506;17
5633;;9899;306
7442;;6713;69
;1183;3803;44
;8449;9657;5
4851;;6220;14
;7023;331;483
3448;;4062;147
7100;;2066;25
;7099;7912;130
845;;7792;137
8771;;1785;175
;5632;9521;2
181;;5842;92
7161;;6533;3
;9002;6343;96
1143;;1066;83
7657;;8178;115
;3403;2890;301
74;;528;143
;7160;9769;130
8386;;3594;450
;6667;218;77
453;;1525;334
3431;;8635;250
4894;;8603;315
;2888;8338;125
9230;;7188;44
;5596;8306;344
;2850;4676;0
;4951;1398;76
5494;;7420;43
8761;;3075;152
;2297;667;77
6756;;2764;16
1433;;2760;298
1704;;1327;296
;2898;2458;10
;9731;1491;61
3607;;275;2
778;;2493;73
;9851;9258;121
;225;1823;350
2763;;814;184
;7166;4699;177
;2853;3515;91
7873;;4435;0
;8860;1387;144
6582;;9162;143
8170;;5285;89
;3889;3198;11
;4482;4946;7
;3089;26;155
1162;;8544;37
;4604;2245;26
13;;5636;183
;530;9679;239
;7991;5222;192
6200;;7613;142
6131;;5949;99
;9034;2013;73
9420;;5881;53
;8492;1607;66
;4997;975;19
8196;;2370;8
;5528;4042;318
;1064;8725;225
;753;4266;292
3403;;9011;1
;4233;8615;286
;6308;8354;37
7277;;5391;19
;717;6662;71
;6165;7546;25
8000;;6712;240
264;;2762;116
;1696;1718;9
;1180;5605;14
5880;;5689;1
2238;;9525;280
;5194;6371;25
8453;;2129;58
;4771;9396;0
;6437;1642;101
;862;7603;116
5171;;9280;300
3432;;8873;92
;6374;6802;93
9636;;8361;201
;726;5532;242
6180;;2683;140
;5611;9599;25
9024;;5140;93
8170;;9581;86
;3572;5908;94
;8079;3441;57
258;;930;250
7493;;2584;52
3585;;9645;62
;3036;4799;328
;1207;734;55
;2233;965;43
1162;;9556;25
;7460;6666;35
7128;;5708;11
;2670;8115;20
700;;6494;45
4076;;4773;102
;6651;5931;108
3679;;4015;75
1036;;7174;98
;3022;2444;41
;5332;6463;259
6675;;6331;69
;8935;4003;129
7242;;8726;442
;6731;6914;327
2871;;6731;104
4415;;5660;1
;2666;3776;23
;7742;3640;161
5583;;11;124
7913;;684;252
4143;;6419;104
;91;2794;276
8052;;3537;269
1833;;4154;7
9188;;3835;232
1792;;4294;105
4885;;5920;211
;7240;5002;64
9460;;1298;128
;5959;2228;134
;8975;570;37
989;;7429;37
;1335;3821;101
;6687;361;222
;3354;5746;285
;7468;9878;25
3512;;3201;105
3115;;5519;11
;8700;910;9
;7618;8047;371
;5320;2363;19
1418;;3084;118
9104;;6727;83
7387;;1663;256
967;;2926;61
;9424;70;205
612;;7753;19
;3176;6499;27
;6116;27;256
822;;4688;194
;3818;3627;229
4593;;3302;55
6180;;742;106
5002;;1163;9
;254;3211;26
;8942;6530;102
;1375;3183;132
6701;;5475;163
;9766;1070;92
1466;;6519;155
555;;596;89
;5558;752;98
;3031;2474;23
7343;;4028;64
5920;;5911;214
;4608;5677;155
4629;;5912;295
6049;;3229;9
2479;;8266;5
;7473;8131;97
5755;;450;7
;1100;5869;80
9785;;4561;176
3059;;7123;75
;2187;6072;12
;7275;5221;71
8644;;3159;9
;2815;5928;34
;2018;1130;68
;5447;2215;198
2756;;9126;79
;3997;5591;149
6065;;8199;14
;6048;2292;385
6004;;7878;126
;4702;6196;385
6546;;9991;26
;8346;3885;125
414;;9572;187
;5544;9556;42
;7128;6712;163
165;;360;17
;7480;8816;10
3939;;5457;2
;3729;4411;183
2196;;7725;102
;5732;6459;61
;1401;8322;12
;4;1130;293
6791;;9260;79
3209;;1144;51
;1758;5549;162
;6783;729;5
1013;;8924;417
9450;;966;113
5335;;5965;140
;4563;5201;77
;5754;3800;0
8252;;5052;10
8260;;4922;49
;4593;2521;85
;3735;8479;31
8004;;9806;205
;7656;458;121
479;;4571;72
;3275;7059;161
2938;;9926;105
5436;;8654;11
;2439;5181;376
1932;;899;37
5104;;4916;58
;9360;3050;4
5316;;206;77
;8622;7338;175
;9107;9125;196
2004;;4526;355
6741;;7775;32
;3995;6508;0
2859;;2771;31
9113;;5913;16
9361;;5719;64
571;;3638;16
;1743;2801;329
;2822;1347;152
;1123;7077;62
3490;;1764;239
;8642;2301;15
7831;;5383;197
;4373;9591;147
3067;;1130;162
3240;;4760;117
5629;;7041;480
2688;;4389;10
5972;;5349;68
4484;;9719;295
;7915;4480;60
;8414;345;56
3016;;2291;117
2851;;707;86
5765;;6064;443
;5424;9184;121
7965;;9341;70
;1123;8758;42
5795;;4872;17
7206;;1757;16
9197;;3976;90
;1899;7326;19
2292;;2604;14
5510;;8893;96
3348;;1121;34
;154;5747;65
;7084;5361;5
3473;;8796;35
7333;;8893;71
;2655;8626;37
;5552;1158;134
;2074;269;134
8633;;3295;22
;1852;7148;1
;6859;8804;106
;9319;4451;356
9925;;2007;244
8677;;9407;158
;5235;7782;6
;5875;6423;34
6823;;2945;105
;7370;188;308
;1648;9771;178
;5139;8662;57
;1304;1921;138
;2727;5083;112
;9315;3962;109
977;;4052;166
;9289;9990;26
;6488;7024;4
;5069;8836;218
;628;4556;72
8753;;3264;43
636;;1415;231
4534;;1524;114
;3181;7416;99
5876;;5000;25
;8740;4729;253
4986;;9156;170
;1994;1648;148
;4060;4135;69
;4279;131;75
1405;;9906;15
7417;;3838;137
2894;;4207;230
;4745;7491;0
;3409;8221;21
;5175;7766;55
;2434;9304;292
2049;;25;4
;1792;3099;143
6952;;9743;49
7730;;9667;144
;1245;4041;58
;6630;3532;262
5682;;5638;136
7858;;335;41
5578;;4756;59
2768;;7501;15
2957;;7058;216
;2457;6472;141
;7475;672;266
5351;;6090;175
;5409;8743;48
;7740;6479;10
;9134;3164;227
;2623;8068;274
1018;;6209;50
3986;;934;38
2961;;9116;14
6892;;2214;112
4503;;949;207
;6144;9408;293
218;;2500;168
;2521;1410;172
1093;;9692;19
3411;;1188;170
;9993;2353;53
9335;;1269;122
5451;;4700;7
;6283;8036;2
;682;5518;108
5316;;7091;26
844;;9882;88
5341;;5678;69
5857;;8137;140
2004;;5775;63
;5148;5977;212
454;;6400;7
;4958;7900;58
;6773;1328;111
6386;;9211;72
;3457;6970;24
7188;;6534;138
1945;;9266;12
2601;;9587;154
5939;;7478;202
;3983;7959;12
2049;;4617;5
1480;;8865;138
6166;;7735;23
;3139;1718;126
9339;;3428;318
;1957;5470;40
;5935;6680;17
;1789;648;377
;5399;7585;37
3903;;5369;151
8625;;7870;299
4520;;5620;207
;6941;6424;389
;3379;2483;178
8187;;4990;17
;5707;692;231
4368;;3456;174
;4333;6290;358
398;;6752;223
2783;;8796;0
2265;;6890;30
2545;;8405;63
;3519;8985;8
7441;;796;10
4037;;6094;187
1564;;9429;106
157;;1386;56
5186;;9558;35
2075;;3358;14
;3511;5565;105
;6606;5415;148
;7280;9400;138
1854;;9894;399
;8306;8188;8
;3245;9054;30
;9865;5737;164
;5448;5479;162
;1622;4337;345
4393;;9506;36
8643;;7430;98
;9935;2509;39
8533;;5426;16
4429;;5619;87
;2087;7042;125
;3911;5704;300
43;;9992;250
;2209;1042;26
;4113;9175;158
;576;7446;53
1708;;6526;14
9656;;7036;180
;8271;251;75
362;;1648;86
9357;;2805;138
;2479;134;166
7659;;5314;99
2008;;5970;141
;4483;62;11
;5303;5025;137
;6714;5618;90
;1162;810;95
;3105;7311;46
6044;;3713;312
4029;;4112;365
8516;;7424;109
9774;;7981;203
;4189;7366;8
;6422;672;147
5424;;9086;0
;9976;892;229
;3768;3670;187
6499;;4935;389
8367;;3883;359
;9362;7750;139
;9662;6510;104
5926;;7360;6
9340;;5694;74
7580;;7138;92
;9008;7112;122
;4697;5248;148
;1245;3787;17
6693;;5985;126
2472;;5144;25
;7307;2965;3
4997;;2464;7
;8851;82;101
6155;;1930;12
;4992;8752;10
;7128;3960;364
3116;;2008;57
2384;;153;83
1207;;8252;15
;3398;3050;0
;6678;1783;169
;5837;8143;36
9981;;9772;385
9038;;2847;141
;7168;8158;19
62;;6422;9
1348;;9211;329
617;;3907;0
;6562;6015;135
1590;;5186;62
;6911;9193;8
;658;8248;73
;2804;2276;14
;7185;539;146
4824;;7775;59
8978;;2040;96
;9263;7102;196
3218;;259;140
6980;;9882;51
;7063;4100;19
;523;9432;41
;8329;8669;50
4269;;6000;388
5271;;8028;97
7374;;6631;7
;9887;5263;53
;8194;543;241
5802;;5389;80
;4623;3721;35
1975;;817;1
;376;7027;435
5863;;4618;203
;1786;8595;189
;93;9006;25
3821;;5831;64
2133;;5186;113
;405;2177;104
;8750;2685;250
805;;5440;5
;5918;3305;15
8569;;2158;74
;1743;6928;242
;597;5985;286
;6235;6307;14
1623;;2811;211
;9116;9484;12
2967;;6988;245
1719;;4547;48
7324;;6984;124
;4701;5454;87
9401;;3948;14
;8084;4148;82
1975;;4769;122
;3394;1665;335
153;;8297;11
;6456;8338;181
1312;;2936;34
;4548;6616;302
3729;;4307;26
418;;2971;185
8460;;7974;313
;6392;5446;363
5082;;543;250
215;;858;279
1950;;6576;4
9966;;6266;14
9790;;9748;59
;8696;4438;332
;5347;4917;155
;37;2217;30
;3527;8683;297
;1853;2262;59
;4994;4571;144
6269;;8336;134
9037;;2412;94
;9559;8845;351
7479;;8811;7
;4866;5923;86
;8928;5152;2
;7169;286;126
197;;1785;182
;2324;5805;263
8921;;4549;172
2565;;17;6
;6752;8255;217
;2325;7795;63
;3093;6098;22
;2832;8607;45
7825;;1675;213
;6767;6020;47
;3015;9972;35
;3953;1880;318
7576;;4971;225
2026;;9763;163
;1295;1507;56
;665;137;58
7009;;4172;30
1504;;9780;21
8573;;8220;11
;6084;266;107
;9650;4866;55
;7473;5844;40
7351;;4767;328
;1346;4175;14
;9061;5102;5
2232;;9780;27
;5122;9607;326
4785;;4542;315
3550;;375;197
;5116;853;324
;8872;206;115
;5389;9426;34
565;;9979;26
6016;;9276;92
;646;7977;244
;9559;6326;13
;6580;5054;168
7908;;6550;95
4418;;9696;76
2559;;5235;64
;9586;7748;60
;3780;3340;82
7642;;6328;63
4022;;4674;57
2128;;6699;108
3130;;9327;375
1657;;2210;83
494;;425;92
;5326;5167;236
;1174;4042;404
;8832;7047;41
;7912;369;157
;5196;4101;365
9100;;6654;147
;5452;4929;297
3630;;3510;215
9056;;3700;138
8403;;2812;1
;6261;6922;38
;4407;3349;102
;9212;6735;131
1675;;7900;80
;3098;87;110
;157;8307;15
2762;;2826;306
;6215;5980;195
5724;;2228;235
5815;;7968;411
7118;;7258;20
3101;;6834;277
9331;;3610;150
1330;;3278;20
;6822;2633;15
4190;;4549;366
;7848;1585;313
5827;;8508;15
;1966;6892;31
;9336;3328;331
;9849;471;384
4959;;1202;38
;6349;4577;56
403;;5834;90
;8163;4238;20
9889;;5634;187
;8547;2986;13
;3215;4935;396
473;;3382;1
5508;;8865;141
;7974;3507;46
;9241;3574;253
2603;;3398;95
3880;;7437;1
;5743;3553;27
;6748;706;4
;6863;8209;338
506;;1906;45
;7090;7932;30
;5803;5920;190
;6013;4362;69
;496;7683;40
;7532;2639;23
905;;5089;100
;1640;9880;142
;8434;6361;5
8939;;5946;17
61;;5995;42
9086;;1164;95
2945;;5368;57
3980;;673;333
5443;;1694;217
;2450;427;164
7325;;1399;6
1560;;7753;13
1575;;1137;52
;1611;5730;2
;3855;7434;0
;4025;1673;73
;8091;1677;116
9871;;5293;323
;437;4671;46
;7912;7934;179
7139;;4593;345
7405;;3011;57
2830;;9550;75
;8071;465;218
2077;;7643;67
9870;;6899;1
7031;;7199;11
;6574;8579;348
;303;8584;29
;3762;2918;12
;8358;4674;199
6783;;3792;96
4402;;38;3
;3273;5392;165
6314;;477;12
;5763;827;76
726;;4214;4
6215;;2534;150
1731;;314;143
;3443;4476;30
148;;7252;55
;6898;8527;357
